Tournament_Members,Player1,Player2,Player3,Avg_Norm_Score,Avg_Norm_Cooperation_Rate,Avg_Good_Partner_Rate,Avg_Eigenmoses_Rate,Avg_Eigenjesus_Rate,Avg_Norm_CC_Distribution
"Anti Tit For Tat,Cooperator,Tit For Tat",Anti Tit For Tat,Cooperator,Tit For Tat,2.625,0.7685185185185185,0.8333333333333334,0.38990491809473315,0.5489391985586342,0.5
"Anti Tit For Tat,Cooperator,Two Coop",Anti Tit For Tat,Cooperator,Two Coop,2.5,0.6074074074074073,0.5,0.3441344480588971,0.5224227733206845,0.375
"Anti Tit For Tat,Cooperator,Two Defect",Anti Tit For Tat,Cooperator,Two Defect,2.5625,0.6157407407407407,0.5,0.06407327023273357,0.5244278948328706,0.375
"Anti Tit For Tat,Cooperator,Win-Shift Lose-Stay",Anti Tit For Tat,Cooperator,Win-Shift Lose-Stay,2.5625,0.6157407407407407,0.5,0.06407327023273357,0.5244278948328706,0.375
"Anti Tit For Tat,Cooperator,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Cooperator,Win-Shift Lose-Stay Coop,2.5,0.6074074074074073,0.5,0.3441344480588971,0.5224227733206845,0.375
"Anti Tit For Tat,Cooperator,Win-Stay Lose-Shift",Anti Tit For Tat,Cooperator,Win-Stay Lose-Shift,2.6458333333333335,0.7824074074074073,0.6666666666666666,0.3043390150199121,0.5409724039681053,0.5416666666666666
"Anti Tit For Tat,Cooperator,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Cooperator,Win-Stay Lose-Shift Defect,2.5416666666666665,0.6518518518518518,0.5,-0.3610676051760431,0.42744198085087465,0.08333333333333333
"Anti Tit For Tat,Cooperator Def,Cooperator Def",Anti Tit For Tat,Cooperator Def,Cooperator Def,2.6736111111111107,0.7530423280423281,0.6666666666666666,0.35624432336658196,0.5525891478527254,0.4305555555555555
"Anti Tit For Tat,Coop When Both Defect,Cooperator Def",Anti Tit For Tat,Coop When Both Defect,Cooperator Def,2.513888888888889,0.5965608465608465,0.5,0.261053534437875,0.48389836701121763,0.1111111111111111
"Anti Tit For Tat,Coop When Both Defect 1,Cooperator Def",Anti Tit For Tat,Coop When Both Defect 1,Cooperator Def,2.375,0.5965608465608465,0.6666666666666666,0.40304720857700677,0.5315795819857171,0.25
"Anti Tit For Tat,Cooperator Def,Curious Defector",Anti Tit For Tat,Cooperator Def,Curious Defector,2.4999999999999996,0.5465608465608465,0.5,0.011269889665359986,0.4911450309224472,0.125
"Anti Tit For Tat,Cooperator Def,Cycler DC",Anti Tit For Tat,Cooperator Def,Cycler DC,2.4791666666666665,0.6567460317460317,0.5,0.33351028347119865,0.5598558186007491,0.4166666666666667
"Anti Tit For Tat,Cooperator Def,Defector",Anti Tit For Tat,Cooperator Def,Defector,2.5000000000000004,0.5317460317460317,0.5,-0.3098728511549426,0.4610047685471476,0.08333333333333333
"Anti Tit For Tat,Cooperator Def,Fourteen Coop",Anti Tit For Tat,Cooperator Def,Fourteen Coop,2.7152777777777772,0.7678571428571428,0.5,0.26690864896640465,0.5410156370077186,0.4305555555555555
"Anti Tit For Tat,Cooperator Def,Fourteen Defect",Anti Tit For Tat,Cooperator Def,Fourteen Defect,2.659722222222222,0.6382275132275131,0.5,0.23897324924597954,0.5563219322839454,0.40277777777777785
"Anti Tit For Tat,Cooperator Def,Seven Coop",Anti Tit For Tat,Cooperator Def,Seven Coop,2.4583333333333335,0.6521164021164021,0.6666666666666666,0.3819863292043757,0.5604456718064691,0.4166666666666667
"Anti Tit For Tat,Cooperator Def,Seven Defect",Anti Tit For Tat,Cooperator Def,Seven Defect,2.4791666666666665,0.6567460317460317,0.5,0.33351028347119865,0.5598558186007491,0.4166666666666667
"Anti Tit For Tat,Cooperator Def,Stubborn Coop",Anti Tit For Tat,Cooperator Def,Stubborn Coop,2.4999999999999996,0.6521164021164021,0.5,0.43722845448857045,0.5347390635390556,0.125
"Anti Tit For Tat,Cooperator Def,Stubborn Def",Anti Tit For Tat,Cooperator Def,Stubborn Def,2.5000000000000004,0.5317460317460317,0.5,-0.3098728511549426,0.4610047685471476,0.08333333333333333
"Anti Tit For Tat,Cooperator Def,Suspicious Tit For Tat",Anti Tit For Tat,Cooperator Def,Suspicious Tit For Tat,2.5555555555555554,0.6243386243386243,0.6666666666666666,0.19112760183350885,0.5592059854096016,0.4444444444444445
"Anti Tit For Tat,Cooperator Def,Sucker Coop",Anti Tit For Tat,Cooperator Def,Sucker Coop,2.513888888888889,0.5558201058201058,0.5,0.0887642665016432,0.5030740623413007,0.15277777777777776
"Anti Tit For Tat,Cooperator Def,Sucker Defect",Anti Tit For Tat,Cooperator Def,Sucker Defect,2.5000000000000004,0.5317460317460317,0.5,-0.3098728511549426,0.4610047685471476,0.08333333333333333
"Anti Tit For Tat,Cooperator Def,Thirteen Coop",Anti Tit For Tat,Cooperator Def,Thirteen Coop,2.7152777777777772,0.7678571428571428,0.5,0.26690864896640465,0.5410156370077186,0.4305555555555555
"Anti Tit For Tat,Cooperator Def,Thirteen Defect",Anti Tit For Tat,Cooperator Def,Thirteen Defect,2.6527777777777772,0.7391534391534392,0.6666666666666666,0.5435252270202863,0.5718630142758904,0.38888888888888884
"Anti Tit For Tat,Cooperator Def,Tit For Tat",Anti Tit For Tat,Cooperator Def,Tit For Tat,2.597222222222222,0.7447089947089948,0.8333333333333334,0.47122162754527963,0.5654373940176843,0.4444444444444445
"Anti Tit For Tat,Cooperator Def,Two Coop",Anti Tit For Tat,Cooperator Def,Two Coop,2.486111111111111,0.5928571428571429,0.5,0.3334569499933307,0.5458352979277937,0.34722222222222227
"Anti Tit For Tat,Cooperator Def,Two Defect",Anti Tit For Tat,Cooperator Def,Two Defect,2.5069444444444446,0.591931216931217,0.5,0.0627063351997953,0.540798642900507,0.34722222222222227
"Anti Tit For Tat,Cooperator Def,Win-Shift Lose-Stay",Anti Tit For Tat,Cooperator Def,Win-Shift Lose-Stay,2.5069444444444446,0.591931216931217,0.5,0.0627063351997953,0.540798642900507,0.34722222222222227
"Anti Tit For Tat,Cooperator Def,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Cooperator Def,Win-Shift Lose-Stay Coop,2.5,0.602116402116402,0.5,0.370346693012424,0.55016367904402,0.375
"Anti Tit For Tat,Cooperator Def,Win-Stay Lose-Shift",Anti Tit For Tat,Cooperator Def,Win-Stay Lose-Shift,2.4791666666666665,0.6660052910052909,0.5,-0.047524642203553645,0.555659766730177,0.20833333333333334
"Anti Tit For Tat,Cooperator Def,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Cooperator Def,Win-Stay Lose-Shift Defect,2.6527777777777772,0.7391534391534392,0.6666666666666666,0.5435252270202863,0.5718630142758904,0.38888888888888884
"Anti Tit For Tat,Coop When Both Defect,Coop When Both Defect",Anti Tit For Tat,Coop When Both Defect,Coop When Both Defect,2.3333333333333335,0.5158730158730158,0.6666666666666666,0.5648378275751683,0.4301825440798231,0.16666666666666666
"Anti Tit For Tat,Coop When Both Defect,Coop When Both Defect 1",Anti Tit For Tat,Coop When Both Defect,Coop When Both Defect 1,2.1527777777777777,0.5066137566137566,0.6666666666666666,-0.45845453224958366,0.53862045152468,0.3055555555555556
"Anti Tit For Tat,Coop When Both Defect,Curious Defector",Anti Tit For Tat,Coop When Both Defect,Curious Defector,2.2083333333333335,0.41031746031746025,0.5,0.2923849117626252,0.42175111137421667,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Cycler DC",Anti Tit For Tat,Coop When Both Defect,Cycler DC,2.2291666666666665,0.5297619047619047,0.6666666666666666,-0.4241758541223417,0.5392065480194624,0.3333333333333333
"Anti Tit For Tat,Coop When Both Defect,Defector",Anti Tit For Tat,Coop When Both Defect,Defector,2.25,0.40476190476190477,0.5,0.04315678483749885,0.3340777699648055,0.0
"Anti Tit For Tat,Coop When Both Defect,Fourteen Coop",Anti Tit For Tat,Coop When Both Defect,Fourteen Coop,2.5208333333333335,0.5853174603174602,0.5,0.46447278838488765,0.3983177967080729,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Fourteen Defect",Anti Tit For Tat,Coop When Both Defect,Fourteen Defect,2.4791666666666665,0.46494708994709,0.5,0.2976426078917886,0.5024765020500915,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Seven Coop",Anti Tit For Tat,Coop When Both Defect,Seven Coop,2.3333333333333335,0.5158730158730158,0.6666666666666666,0.43935109986544196,0.4699216049277097,0.16666666666666666
"Anti Tit For Tat,Coop When Both Defect,Seven Defect",Anti Tit For Tat,Coop When Both Defect,Seven Defect,2.2291666666666665,0.5297619047619047,0.6666666666666666,-0.4241758541223417,0.5392065480194624,0.3333333333333333
"Anti Tit For Tat,Coop When Both Defect,Stubborn Coop",Anti Tit For Tat,Coop When Both Defect,Stubborn Coop,2.2083333333333335,0.5158730158730158,0.5,0.27965797244870094,0.524762291378206,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Stubborn Def",Anti Tit For Tat,Coop When Both Defect,Stubborn Def,2.25,0.40476190476190477,0.5,0.04315678483749885,0.3340777699648055,0.0
"Anti Tit For Tat,Coop When Both Defect,Suspicious Tit For Tat",Anti Tit For Tat,Coop When Both Defect,Suspicious Tit For Tat,2.25,0.42328042328042326,0.8333333333333334,0.34212991865807524,0.5080372412048711,0.08333333333333333
"Anti Tit For Tat,Coop When Both Defect,Sucker Coop",Anti Tit For Tat,Coop When Both Defect,Sucker Coop,2.4583333333333335,0.46587301587301577,0.5,-0.39330244223372857,0.38347532950586766,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Sucker Defect",Anti Tit For Tat,Coop When Both Defect,Sucker Defect,2.25,0.40476190476190477,0.5,0.04315678483749885,0.3340777699648055,0.0
"Anti Tit For Tat,Coop When Both Defect,Thirteen Coop",Anti Tit For Tat,Coop When Both Defect,Thirteen Coop,2.5208333333333335,0.5853174603174602,0.5,0.46447278838488765,0.3983177967080729,0.041666666666666664
"Anti Tit For Tat,Coop When Both Defect,Thirteen Defect",Anti Tit For Tat,Coop When Both Defect,Thirteen Defect,2.472222222222222,0.5658730158730159,0.5,0.2340669027238527,0.4420558938675841,0.027777777777777776
"Anti Tit For Tat,Coop When Both Defect,Tit For Tat",Anti Tit For Tat,Coop When Both Defect,Tit For Tat,2.25,0.5343915343915344,0.8333333333333334,0.2204330379256277,0.533254953370178,0.08333333333333333
"Anti Tit For Tat,Coop When Both Defect,Two Coop",Anti Tit For Tat,Coop When Both Defect,Two Coop,2.2083333333333335,0.4288359788359788,0.6666666666666666,0.3666102359973183,0.4903387984740459,0.125
"Anti Tit For Tat,Coop When Both Defect,Two Defect",Anti Tit For Tat,Coop When Both Defect,Two Defect,2.2708333333333335,0.43716931216931215,0.6666666666666666,-0.15066746065558648,0.48237454015734893,0.125
"Anti Tit For Tat,Coop When Both Defect,Win-Shift Lose-Stay",Anti Tit For Tat,Coop When Both Defect,Win-Shift Lose-Stay,2.3958333333333335,0.46494708994708994,0.5,-0.5339110998489736,0.45342594432932315,0.125
"Anti Tit For Tat,Coop When Both Defect,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Coop When Both Defect,Win-Shift Lose-Stay Coop,2.375,0.46587301587301577,0.5,0.4884140508897732,0.43740414569166003,0.125
"Anti Tit For Tat,Coop When Both Defect,Win-Stay Lose-Shift",Anti Tit For Tat,Coop When Both Defect,Win-Stay Lose-Shift,2.326388888888889,0.5853174603174602,0.5,0.017462767414167912,0.524863954452902,0.23611111111111108
"Anti Tit For Tat,Coop When Both Defect,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Coop When Both Defect,Win-Stay Lose-Shift Defect,2.388888888888889,0.5658730158730159,0.5,0.03859115473767103,0.481181761817346,0.1111111111111111
"Anti Tit For Tat,Coop When Both Defect 1,Coop When Both Defect 1",Anti Tit For Tat,Coop When Both Defect 1,Coop When Both Defect 1,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Anti Tit For Tat,Coop When Both Defect 1,Curious Defector",Anti Tit For Tat,Coop When Both Defect 1,Curious Defector,2.0555555555555554,0.42486772486772484,0.6666666666666666,0.46229107938737063,0.5076491388977097,0.23611111111111113
"Anti Tit For Tat,Coop When Both Defect 1,Cycler DC",Anti Tit For Tat,Coop When Both Defect 1,Cycler DC,2.0902777777777777,0.53505291005291,0.8333333333333334,0.3333446662870028,0.575237230578196,0.47222222222222227
"Anti Tit For Tat,Coop When Both Defect 1,Defector",Anti Tit For Tat,Coop When Both Defect 1,Defector,2.0833333333333335,0.41005291005291,0.6666666666666666,-0.2326845437481592,0.47021669181549447,0.16666666666666666
"Anti Tit For Tat,Coop When Both Defect 1,Fourteen Coop",Anti Tit For Tat,Coop When Both Defect 1,Fourteen Coop,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.5668780255111509,0.47348927009723746,0.23611111111111113
"Anti Tit For Tat,Coop When Both Defect 1,Fourteen Defect",Anti Tit For Tat,Coop When Both Defect 1,Fourteen Defect,2.3541666666666665,0.4794973544973544,0.6666666666666666,-0.5605916477291918,0.5680913561564288,0.20833333333333334
"Anti Tit For Tat,Coop When Both Defect 1,Seven Coop",Anti Tit For Tat,Coop When Both Defect 1,Seven Coop,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Anti Tit For Tat,Coop When Both Defect 1,Seven Defect",Anti Tit For Tat,Coop When Both Defect 1,Seven Defect,2.2291666666666665,0.53505291005291,0.6666666666666666,0.3378193014622813,0.5620865210549881,0.3333333333333333
"Anti Tit For Tat,Coop When Both Defect 1,Stubborn Coop",Anti Tit For Tat,Coop When Both Defect 1,Stubborn Coop,2.097222222222222,0.5396825396825397,0.6666666666666666,-0.45520649692400145,0.569757065631511,0.23611111111111113
"Anti Tit For Tat,Coop When Both Defect 1,Stubborn Def",Anti Tit For Tat,Coop When Both Defect 1,Stubborn Def,2.0833333333333335,0.41005291005291,0.6666666666666666,-0.2326845437481592,0.47021669181549447,0.16666666666666666
"Anti Tit For Tat,Coop When Both Defect 1,Suspicious Tit For Tat",Anti Tit For Tat,Coop When Both Defect 1,Suspicious Tit For Tat,2.0833333333333335,0.42857142857142855,1.0,0.4132359417778391,0.563587206366633,0.25
"Anti Tit For Tat,Coop When Both Defect 1,Sucker Coop",Anti Tit For Tat,Coop When Both Defect 1,Sucker Coop,2.0555555555555554,0.42486772486772484,0.6666666666666666,0.46229107938737063,0.5076491388977097,0.23611111111111113
"Anti Tit For Tat,Coop When Both Defect 1,Sucker Defect",Anti Tit For Tat,Coop When Both Defect 1,Sucker Defect,2.0833333333333335,0.41005291005291,0.6666666666666666,-0.2326845437481592,0.47021669181549447,0.16666666666666666
"Anti Tit For Tat,Coop When Both Defect 1,Thirteen Coop",Anti Tit For Tat,Coop When Both Defect 1,Thirteen Coop,2.3680555555555554,0.5998677248677249,0.6666666666666666,0.5668780255111509,0.47348927009723746,0.23611111111111113
"Anti Tit For Tat,Coop When Both Defect 1,Thirteen Defect",Anti Tit For Tat,Coop When Both Defect 1,Thirteen Defect,2.3055555555555554,0.5711640211640211,0.6666666666666666,-0.1547831368304071,0.560126901520573,0.19444444444444445
"Anti Tit For Tat,Coop When Both Defect 1,Tit For Tat",Anti Tit For Tat,Coop When Both Defect 1,Tit For Tat,2.097222222222222,0.548941798941799,0.8333333333333334,0.21188859700753285,0.5684461296964182,0.2777777777777778
"Anti Tit For Tat,Coop When Both Defect 1,Two Coop",Anti Tit For Tat,Coop When Both Defect 1,Two Coop,2.0555555555555554,0.44338624338624333,0.6666666666666666,0.31340248264862663,0.5564935476882903,0.3194444444444445
"Anti Tit For Tat,Coop When Both Defect 1,Two Defect",Anti Tit For Tat,Coop When Both Defect 1,Two Defect,2.1041666666666665,0.44246031746031744,0.8333333333333334,0.2825867985676623,0.5523910944562661,0.2916666666666667
"Anti Tit For Tat,Coop When Both Defect 1,Win-Shift Lose-Stay",Anti Tit For Tat,Coop When Both Defect 1,Win-Shift Lose-Stay,2.270833333333333,0.4794973544973544,0.6666666666666666,0.2988036768960604,0.561236363237371,0.2916666666666667
"Anti Tit For Tat,Coop When Both Defect 1,Win-Shift Lose-Stay Coop",Anti Tit For Tat,Coop When Both Defect 1,Win-Shift Lose-Stay Coop,2.1805555555555554,0.4711640211640212,0.6666666666666666,-0.3657208769938452,0.5669063329972951,0.3194444444444445
"Anti Tit For Tat,Coop When Both Defect 1,Win-Stay Lose-Shift",Anti Tit For Tat,Coop When Both Defect 1,Win-Stay Lose-Shift,2.159722222222222,0.5906084656084656,0.6666666666666666,-0.1269913045969618,0.5498889989176599,0.40277777777777773
"Anti Tit For Tat,Coop When Both Defect 1,Win-Stay Lose-Shift Defect",Anti Tit For Tat,Coop When Both Defect 1,Win-Stay Lose-Shift Defect,2.222222222222222,0.5711640211640211,0.6666666666666666,-0.2654401270985,0.5635278554422832,0.27777777777777773
"Anti Tit For Tat,Curious Defector,Curious Defector",Anti Tit For Tat,Curious Defector,Curious Defector,1.9305555555555556,0.32566137566137565,0.6666666666666666,0.2523398082351382,0.45420443399966176,0.15277777777777776
"Anti Tit For Tat,Curious Defector,Cycler DC",Anti Tit For Tat,Curious Defector,Cycler DC,2.1041666666666665,0.4358465608465608,0.5,0.14617633655117154,0.5222775707885569,0.25
"Anti Tit For Tat,Curious Defector,Defector",Anti Tit For Tat,Curious Defector,Defector,1.9583333333333333,0.3108465608465608,0.5,0.19495831899186103,0.4144476040338419,0.08333333333333333
"Anti Tit For Tat,Curious Defector,Fourteen Coop",Anti Tit For Tat,Curious Defector,Fourteen Coop,2.451388888888889,0.546957671957672,0.5,-0.27127588644348405,0.44643343149274756,0.15277777777777776
"Anti Tit For Tat,Curious Defector,Fourteen Defect",Anti Tit For Tat,Curious Defector,Fourteen Defect,2.4374999999999996,0.42658730158730157,0.5,-0.11741415274340007,0.5307687270040202,0.125
"Anti Tit For Tat,Curious Defector,Seven Coop",Anti Tit For Tat,Curious Defector,Seven Coop,2.2222222222222223,0.46825396825396814,0.6666666666666666,0.5265672248019083,0.5249402748561173,0.27777777777777773
"Anti Tit For Tat,Curious Defector,Seven Defect",Anti Tit For Tat,Curious Defector,Seven Defect,2.3124999999999996,0.48214285714285704,0.5,0.23711744179981517,0.5224415726158541,0.25
"Anti Tit For Tat,Curious Defector,Stubborn Coop",Anti Tit For Tat,Curious Defector,Stubborn Coop,1.972222222222222,0.44047619047619047,0.5,0.24161864203161842,0.5192480178578842,0.15277777777777776
"Anti Tit For Tat,Curious Defector,Stubborn Def",Anti Tit For Tat,Curious Defector,Stubborn Def,1.9583333333333333,0.3108465608465608,0.5,0.19495831899186103,0.4144476040338419,0.08333333333333333
"Anti Tit For Tat,Curious Defector,Suspicious Tit For Tat",Anti Tit For Tat,Curious Defector,Suspicious Tit For Tat,1.9166666666666667,0.3201058201058201,0.8333333333333334,0.411939686294793,0.5106668013312479,0.16666666666666666
"Anti Tit For Tat,Curious Defector,Sucker Coop",Anti Tit For Tat,Curious Defector,Sucker Coop,1.9305555555555556,0.32566137566137565,0.6666666666666666,0.2523398082351382,0.45420443399966176,0.15277777777777776
"Anti Tit For Tat,Curious Defector,Sucker Defect",Anti Tit For Tat,Curious Defector,Sucker Defect,1.9583333333333333,0.3108465608465608,0.5,0.19495831899186103,0.4144476040338419,0.08333333333333333
"Anti Tit For Tat,Curious Defector,Thirteen Coop",Anti Tit For Tat,Curious Defector,Thirteen Coop,2.451388888888889,0.546957671957672,0.5,-0.27127588644348405,0.44643343149274756,0.15277777777777776
"Anti Tit For Tat,Curious Defector,Thirteen Defect",Anti Tit For Tat,Curious Defector,Thirteen Defect,2.375,0.508994708994709,0.5,0.30661988796289,0.5040658381836222,0.08333333333333333
"Anti Tit For Tat,Curious Defector,Tit For Tat",Anti Tit For Tat,Curious Defector,Tit For Tat,1.9305555555555554,0.44047619047619047,0.6666666666666666,0.1431931222685263,0.516226993617869,0.19444444444444442
"Anti Tit For Tat,Curious Defector,Two Coop",Anti Tit For Tat,Curious Defector,Two Coop,1.8472222222222223,0.3256613756613756,0.6666666666666666,0.36689033028295165,0.4975490528405069,0.23611111111111108
"Anti Tit For Tat,Curious Defector,Two Defect",Anti Tit For Tat,Curious Defector,Two Defect,1.9375,0.33399470899470896,0.6666666666666666,0.3269811580192022,0.492125380109042,0.20833333333333334
"Anti Tit For Tat,Curious Defector,Win-Shift Lose-Stay",Anti Tit For Tat,Curious Defector,Win-Shift Lose-Stay,2.3541666666666665,0.42658730158730157,0.5,0.00424170672158634,0.5080477212875717,0.20833333333333334
